date_created,location,measurement,value
14/05/2021,Vàm Hưng Mỹ - Châu Thành,Độ mặn(‰),3.0
14/05/2021,Vàm Hưng Mỹ - Châu Thành,pH,
14/05/2021,Vàm Hưng Mỹ - Châu Thành,Kiềm(mg/l),
14/05/2021,Vàm Hưng Mỹ - Châu Thành,Nhiệt độ nước (oC),
14/05/2021,Vàm Trà Vinh – Tp.Trà Vinh,Độ mặn(‰),1.7
14/05/2021,Vàm Trà Vinh – Tp.Trà Vinh,pH,
14/05/2021,Vàm Trà Vinh – Tp.Trà Vinh,Kiềm(mg/l),
14/05/2021,Vàm Trà Vinh – Tp.Trà Vinh,Nhiệt độ nước (oC),
14/05/2021,Cống Đức Mỹ - Càng Long,Độ mặn(‰),0.6
14/05/2021,Cống Đức Mỹ - Càng Long,pH,
14/05/2021,Cống Đức Mỹ - Càng Long,Kiềm(mg/l),
14/05/2021,Cống Đức Mỹ - Càng Long,Nhiệt độ nước (oC),
14/05/2021,Vàm Cầu Quan - Tiểu Cần,Độ mặn(‰),0.8
14/05/2021,Vàm Cầu Quan - Tiểu Cần,pH,
14/05/2021,Vàm Cầu Quan - Tiểu Cần,Kiềm(mg/l),
14/05/2021,Vàm Cầu Quan - Tiểu Cần,Nhiệt độ nước (oC),
14/05/2021,Vàm Trà Kha - Định An,Độ mặn(‰),4.6
14/05/2021,Vàm Trà Kha - Định An,pH,
14/05/2021,Vàm Trà Kha - Định An,Kiềm(mg/l),
14/05/2021,Vàm Trà Kha - Định An,Nhiệt độ nước (oC),
10/07/2018,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Độ mặn(‰),5
10/07/2018,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),pH,8.0
10/07/2018,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Kiềm(mg/l),107
10/07/2018,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Nhiệt độ nước (oC),30
10/07/2018,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Độ mặn(‰),11
10/07/2018,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,pH,8.0
10/07/2018,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Kiềm(mg/l),72
10/07/2018,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Nhiệt độ nước (oC),29
10/07/2018,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),Độ mặn(‰),15
10/07/2018,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),pH,8.5
10/07/2018,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),Kiềm(mg/l),90
10/07/2018,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),Nhiệt độ nước (oC),29
10/07/2018,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Độ mặn(‰),6
10/07/2018,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,pH,8.0
10/07/2018,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Kiềm(mg/l),90
10/07/2018,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Nhiệt độ nước (oC),29
10/07/2018,Sông Láng Chim - Duyên Hải (Cầu Láng Chim),Độ mặn(‰),20
10/07/2018,Sông Láng Chim - Duyên Hải (Cầu Láng Chim),pH,8.0
10/07/2018,Sông Láng Chim - Duyên Hải (Cầu Láng Chim),Kiềm(mg/l),90
10/07/2018,Sông Láng Chim - Duyên Hải (Cầu Láng Chim),Nhiệt độ nước (oC),30
13/01/2017,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Độ mặn(‰),6
13/01/2017,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Ph,8.0
13/01/2017,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Kiềm(mg/l),72
13/01/2017,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),NH4/NH3(mg/l),
13/01/2017,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Nhiệt độ (0C),29
13/01/2017,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Virus gây bệnhđốm trắng,Không nhiễm
13/01/2017,Cống Thâu Râu – Cầu Ngang,Độ mặn(‰),7
13/01/2017,Cống Thâu Râu – Cầu Ngang,Ph,8.0
13/01/2017,Cống Thâu Râu – Cầu Ngang,Kiềm(mg/l),90
13/01/2017,Cống Thâu Râu – Cầu Ngang,NH4/NH3(mg/l),
13/01/2017,Cống Thâu Râu – Cầu Ngang,Nhiệt độ (0C),29
13/01/2017,Cống Thâu Râu – Cầu Ngang,Virus gây bệnhđốm trắng,Không nhiễm
13/01/2017,Cống Ba Diệp – Thạnh Hòa Sơn – Cầu Ngang,Độ mặn(‰),5
13/01/2017,Cống Ba Diệp – Thạnh Hòa Sơn – Cầu Ngang,Ph,7.5
13/01/2017,Cống Ba Diệp – Thạnh Hòa Sơn – Cầu Ngang,Kiềm(mg/l),90
13/01/2017,Cống Ba Diệp – Thạnh Hòa Sơn – Cầu Ngang,NH4/NH3(mg/l),
13/01/2017,Cống Ba Diệp – Thạnh Hòa Sơn – Cầu Ngang,Nhiệt độ (0C),27
13/01/2017,Cống Ba Diệp – Thạnh Hòa Sơn – Cầu Ngang,Virus gây bệnhđốm trắng,Không nhiễm
13/01/2017,Vàm Trà Kha – Định An – Trà Cú,Độ mặn(‰),2
13/01/2017,Vàm Trà Kha – Định An – Trà Cú,Ph,7.5
13/01/2017,Vàm Trà Kha – Định An – Trà Cú,Kiềm(mg/l),90
13/01/2017,Vàm Trà Kha – Định An – Trà Cú,NH4/NH3(mg/l),
13/01/2017,Vàm Trà Kha – Định An – Trà Cú,Nhiệt độ (0C),30
13/01/2017,Vàm Trà Kha – Định An – Trà Cú,Virus gây bệnhđốm trắng,
13/01/2017,Cảng Định An – Trà Cú,Độ mặn(‰),3
13/01/2017,Cảng Định An – Trà Cú,Ph,8.0
13/01/2017,Cảng Định An – Trà Cú,Kiềm(mg/l),90
13/01/2017,Cảng Định An – Trà Cú,NH4/NH3(mg/l),
13/01/2017,Cảng Định An – Trà Cú,Nhiệt độ (0C),29
13/01/2017,Cảng Định An – Trà Cú,Virus gây bệnhđốm trắng,
13/01/2017,Cống Đại An – Trà Cú,Độ mặn(‰),1
13/01/2017,Cống Đại An – Trà Cú,Ph,8.5
13/01/2017,Cống Đại An – Trà Cú,Kiềm(mg/l),107
13/01/2017,Cống Đại An – Trà Cú,NH4/NH3(mg/l),
13/01/2017,Cống Đại An – Trà Cú,Nhiệt độ (0C),30
13/01/2017,Cống Đại An – Trà Cú,Virus gây bệnhđốm trắng,
13/01/2017,Sông Long Toàn – Duyên Hải (gần cầu Long Toàn),Độ mặn(‰),
13/01/2017,Sông Long Toàn – Duyên Hải (gần cầu Long Toàn),Ph,
13/01/2017,Sông Long Toàn – Duyên Hải (gần cầu Long Toàn),Kiềm(mg/l),
13/01/2017,Sông Long Toàn – Duyên Hải (gần cầu Long Toàn),NH4/NH3(mg/l),
13/01/2017,Sông Long Toàn – Duyên Hải (gần cầu Long Toàn),Nhiệt độ (0C),
13/01/2017,Sông Long Toàn – Duyên Hải (gần cầu Long Toàn),Virus gây bệnhđốm trắng,Không nhiễm
13/01/2017,Sông Láng Chim – Duyên Hải (Bến phà Láng Chim),Độ mặn(‰),17
13/01/2017,Sông Láng Chim – Duyên Hải (Bến phà Láng Chim),Ph,8.0
13/01/2017,Sông Láng Chim – Duyên Hải (Bến phà Láng Chim),Kiềm(mg/l),90
13/01/2017,Sông Láng Chim – Duyên Hải (Bến phà Láng Chim),NH4/NH3(mg/l),
13/01/2017,Sông Láng Chim – Duyên Hải (Bến phà Láng Chim),Nhiệt độ (0C),30
13/01/2017,Sông Láng Chim – Duyên Hải (Bến phà Láng Chim),Virus gây bệnhđốm trắng,
13/01/2017,Cầu Kênh Đào – Long Vĩnh – Duyên Hải,Độ mặn(‰),13
13/01/2017,Cầu Kênh Đào – Long Vĩnh – Duyên Hải,Ph,7.5
13/01/2017,Cầu Kênh Đào – Long Vĩnh – Duyên Hải,Kiềm(mg/l),107
13/01/2017,Cầu Kênh Đào – Long Vĩnh – Duyên Hải,NH4/NH3(mg/l),
13/01/2017,Cầu Kênh Đào – Long Vĩnh – Duyên Hải,Nhiệt độ (0C),29
13/01/2017,Cầu Kênh Đào – Long Vĩnh – Duyên Hải,Virus gây bệnhđốm trắng,Nhiễm bệnh
13/01/2017,Bến đò Phước Thiện – Đông Hải – Duyên Hải,Độ mặn(‰),15
13/01/2017,Bến đò Phước Thiện – Đông Hải – Duyên Hải,Ph,7.5
13/01/2017,Bến đò Phước Thiện – Đông Hải – Duyên Hải,Kiềm(mg/l),72
13/01/2017,Bến đò Phước Thiện – Đông Hải – Duyên Hải,NH4/NH3(mg/l),
13/01/2017,Bến đò Phước Thiện – Đông Hải – Duyên Hải,Nhiệt độ (0C),26
13/01/2017,Bến đò Phước Thiện – Đông Hải – Duyên Hải,Virus gây bệnhđốm trắng,
13/01/2017,Vàm Láng Nước – Hiệp Thạnh – Duyên Hải,Độ mặn(‰),
13/01/2017,Vàm Láng Nước – Hiệp Thạnh – Duyên Hải,Ph,
13/01/2017,Vàm Láng Nước – Hiệp Thạnh – Duyên Hải,Kiềm(mg/l),
13/01/2017,Vàm Láng Nước – Hiệp Thạnh – Duyên Hải,NH4/NH3(mg/l),
13/01/2017,Vàm Láng Nước – Hiệp Thạnh – Duyên Hải,Nhiệt độ (0C),
13/01/2017,Vàm Láng Nước – Hiệp Thạnh – Duyên Hải,Virus gây bệnhđốm trắng,Không nhiễm
30/08/2019,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Độ mặn(‰),3
30/08/2019,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),pH,8.0
30/08/2019,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Kiềm(mg/l),90
30/08/2019,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),NH4/NH3(mg/l),0
30/08/2019,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Nhiệt độ (0C),29
30/08/2019,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Virus gây bệnhđốm trắng,Không nhiễm
30/08/2019,Cống Thâu Râu -Mỹ LongNam- Cầu Ngang,Độ mặn(‰),4
30/08/2019,Cống Thâu Râu -Mỹ LongNam- Cầu Ngang,pH,8.0
30/08/2019,Cống Thâu Râu -Mỹ LongNam- Cầu Ngang,Kiềm(mg/l),90
30/08/2019,Cống Thâu Râu -Mỹ LongNam- Cầu Ngang,NH4/NH3(mg/l),0
30/08/2019,Cống Thâu Râu -Mỹ LongNam- Cầu Ngang,Nhiệt độ (0C),29
30/08/2019,Cống Thâu Râu -Mỹ LongNam- Cầu Ngang,Virus gây bệnhđốm trắng,Nhiễm bệnh
30/08/2019,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Độ mặn(‰),7
30/08/2019,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,pH,8.0
30/08/2019,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Kiềm(mg/l),90
30/08/2019,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,NH4/NH3(mg/l),0
30/08/2019,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Nhiệt độ (0C),29
30/08/2019,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Virus gây bệnhđốm trắng,Nhiễm bệnh
30/08/2019,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),Độ mặn(‰),14
30/08/2019,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),pH,8.5
30/08/2019,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),Kiềm(mg/l),90
30/08/2019,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),NH4/NH3(mg/l),0
30/08/2019,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),Nhiệt độ (0C),29
30/08/2019,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),Virus gây bệnhđốm trắng,Không nhiễm
30/08/2019,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Độ mặn(‰),4
30/08/2019,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,pH,8.0
30/08/2019,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Kiềm(mg/l),90
30/08/2019,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,NH4/NH3(mg/l),0
30/08/2019,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Nhiệt độ (0C),28
30/08/2019,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Virus gây bệnhđốm trắng,Không nhiễm
30/08/2019,Cống La Bang - Đôn Châu - Duyên Hải,Độ mặn(‰),4
30/08/2019,Cống La Bang - Đôn Châu - Duyên Hải,pH,7.5
30/08/2019,Cống La Bang - Đôn Châu - Duyên Hải,Kiềm(mg/l),80
30/08/2019,Cống La Bang - Đôn Châu - Duyên Hải,NH4/NH3(mg/l),0
30/08/2019,Cống La Bang - Đôn Châu - Duyên Hải,Nhiệt độ (0C),28
30/08/2019,Cống La Bang - Đôn Châu - Duyên Hải,Virus gây bệnhđốm trắng,Nhiễm bệnh
30/08/2019,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Độ mặn(‰),15
30/08/2019,Bến đò Phước Thiện - Đông Hải - Duyên Hải,pH,7.5
30/08/2019,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Kiềm(mg/l),80
30/08/2019,Bến đò Phước Thiện - Đông Hải - Duyên Hải,NH4/NH3(mg/l),0
30/08/2019,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Nhiệt độ (0C),28
30/08/2019,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Virus gây bệnhđốm trắng,
30/08/2019,HTX nghêu Thành Đạt - Hiệp Thạnh - TX.DH,Độ mặn(‰),7
30/08/2019,HTX nghêu Thành Đạt - Hiệp Thạnh - TX.DH,pH,8.0
30/08/2019,HTX nghêu Thành Đạt - Hiệp Thạnh - TX.DH,Kiềm(mg/l),70
30/08/2019,HTX nghêu Thành Đạt - Hiệp Thạnh - TX.DH,NH4/NH3(mg/l),0
30/08/2019,HTX nghêu Thành Đạt - Hiệp Thạnh - TX.DH,Nhiệt độ (0C),27
30/08/2019,HTX nghêu Thành Đạt - Hiệp Thạnh - TX.DH,Virus gây bệnhđốm trắng,
10/12/2021,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Độ mặn(‰),3
10/12/2021,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),pH,8.0
10/12/2021,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Kiềm(mg/l),107
10/12/2021,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Nhiệt độ nước (oC),28
10/12/2021,Cống Thâu Râu - Mỹ Long Nam - Cầu Ngang,Độ mặn(‰),4
10/12/2021,Cống Thâu Râu - Mỹ Long Nam - Cầu Ngang,pH,8.0
10/12/2021,Cống Thâu Râu - Mỹ Long Nam - Cầu Ngang,Kiềm(mg/l),90
10/12/2021,Cống Thâu Râu - Mỹ Long Nam - Cầu Ngang,Nhiệt độ nước (oC),28
10/12/2021,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Độ mặn(‰),3
10/12/2021,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,pH,8.5
10/12/2021,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Kiềm(mg/l),90
10/12/2021,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Nhiệt độ nước (oC),29
10/12/2021,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),Độ mặn(‰),8
10/12/2021,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),pH,8.5
10/12/2021,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),Kiềm(mg/l),90
10/12/2021,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),Nhiệt độ nước (oC),28
10/12/2021,Cầu Kênh Đào – Long Vĩnh – Duyên Hải,Độ mặn(‰),8
10/12/2021,Cầu Kênh Đào – Long Vĩnh – Duyên Hải,pH,8.0
10/12/2021,Cầu Kênh Đào – Long Vĩnh – Duyên Hải,Kiềm(mg/l),107
10/12/2021,Cầu Kênh Đào – Long Vĩnh – Duyên Hải,Nhiệt độ nước (oC),28
10/12/2021,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Độ mặn(‰),18
10/12/2021,Bến đò Phước Thiện - Đông Hải - Duyên Hải,pH,8.0
10/12/2021,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Kiềm(mg/l),90
10/12/2021,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Nhiệt độ nước (oC),29
09/07/2021,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),Độ mặn(‰),1
09/07/2021,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),pH,7.5
09/07/2021,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),Kiềm(mg/l),72
09/07/2021,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),Nhiệt độ nước (oC),27
09/07/2021,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Độ mặn(‰),6
09/07/2021,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),pH,8.0
09/07/2021,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Kiềm(mg/l),125
09/07/2021,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Nhiệt độ nước (oC),30
09/07/2021,Cống Thâu Râu - Mỹ Long Nam - Cầu Ngang,Độ mặn(‰),6
09/07/2021,Cống Thâu Râu - Mỹ Long Nam - Cầu Ngang,pH,7.5
09/07/2021,Cống Thâu Râu - Mỹ Long Nam - Cầu Ngang,Kiềm(mg/l),90
09/07/2021,Cống Thâu Râu - Mỹ Long Nam - Cầu Ngang,Nhiệt độ nước (oC),27
09/07/2021,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Độ mặn(‰),7
09/07/2021,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,pH,8.0
09/07/2021,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Kiềm(mg/l),90
09/07/2021,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Nhiệt độ nước (oC),30
09/07/2021,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),Độ mặn(‰),19
09/07/2021,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),pH,8.5
09/07/2021,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),Kiềm(mg/l),90
09/07/2021,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),Nhiệt độ nước (oC),30
09/07/2021,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Độ mặn(‰),7
09/07/2021,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,pH,7.5
09/07/2021,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Kiềm(mg/l),110
09/07/2021,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Nhiệt độ nước (oC),29
09/07/2021,Cống La Bang - Đôn Châu - Duyên Hải,Độ mặn(‰),8
09/07/2021,Cống La Bang - Đôn Châu - Duyên Hải,pH,7.0
09/07/2021,Cống La Bang - Đôn Châu - Duyên Hải,Kiềm(mg/l),70
09/07/2021,Cống La Bang - Đôn Châu - Duyên Hải,Nhiệt độ nước (oC),30
09/07/2021,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Độ mặn(‰),14
09/07/2021,Bến đò Phước Thiện - Đông Hải - Duyên Hải,pH,7.5
09/07/2021,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Kiềm(mg/l),72
09/07/2021,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Nhiệt độ nước (oC),27
09/07/2021,HTX nghêu Thành Đạt - Hiệp Thạnh - TX. Duyên Hải,Độ mặn(‰),11
09/07/2021,HTX nghêu Thành Đạt - Hiệp Thạnh - TX. Duyên Hải,pH,8.0
09/07/2021,HTX nghêu Thành Đạt - Hiệp Thạnh - TX. Duyên Hải,Kiềm(mg/l),90
09/07/2021,HTX nghêu Thành Đạt - Hiệp Thạnh - TX. Duyên Hải,Nhiệt độ nước (oC),26
07/06/2022,Sông Hiệp Mỹ - Cầu Ngang (gần Cầu Hiệp Mỹ),Độ mặn(‰),4
07/06/2022,Sông Hiệp Mỹ - Cầu Ngang (gần Cầu Hiệp Mỹ),pH,7.5
07/06/2022,Sông Hiệp Mỹ - Cầu Ngang (gần Cầu Hiệp Mỹ),Kiềm(mg/l),125
07/06/2022,Sông Hiệp Mỹ - Cầu Ngang (gần Cầu Hiệp Mỹ),Oxy (mg/l),4.0
07/06/2022,Sông Hiệp Mỹ - Cầu Ngang (gần Cầu Hiệp Mỹ),Nhiệt độ nước (oC),30
07/06/2022,Cống Thâu Râu - Mỹ Long Nam - Cầu Ngang,Độ mặn(‰),7
07/06/2022,Cống Thâu Râu - Mỹ Long Nam - Cầu Ngang,pH,7.5
07/06/2022,Cống Thâu Râu - Mỹ Long Nam - Cầu Ngang,Kiềm(mg/l),90
07/06/2022,Cống Thâu Râu - Mỹ Long Nam - Cầu Ngang,Oxy (mg/l),3.0
07/06/2022,Cống Thâu Râu - Mỹ Long Nam - Cầu Ngang,Nhiệt độ nước (oC),30
07/06/2022,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Độ mặn(‰),6
07/06/2022,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,pH,7.5
07/06/2022,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Kiềm(mg/l),90
07/06/2022,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Oxy (mg/l),3.0
07/06/2022,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Nhiệt độ nước (oC),29
07/06/2022,Sông Long Toàn - TX. Duyên Hải (Cầu Long Toàn),Độ mặn(‰),14
07/06/2022,Sông Long Toàn - TX. Duyên Hải (Cầu Long Toàn),pH,8.5
07/06/2022,Sông Long Toàn - TX. Duyên Hải (Cầu Long Toàn),Kiềm(mg/l),90
07/06/2022,Sông Long Toàn - TX. Duyên Hải (Cầu Long Toàn),Oxy (mg/l),4.0
07/06/2022,Sông Long Toàn - TX. Duyên Hải (Cầu Long Toàn),Nhiệt độ nước (oC),30
07/06/2022,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Độ mặn(‰),6
07/06/2022,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,pH,8.0
07/06/2022,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Kiềm(mg/l),90
07/06/2022,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Oxy (mg/l),3.0
07/06/2022,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Nhiệt độ nước (oC),29
07/06/2022,Cống La Bang - Đôn Châu - Duyên Hải,Độ mặn(‰),6
07/06/2022,Cống La Bang - Đôn Châu - Duyên Hải,pH,7.5
07/06/2022,Cống La Bang - Đôn Châu - Duyên Hải,Kiềm(mg/l),90
07/06/2022,Cống La Bang - Đôn Châu - Duyên Hải,Oxy (mg/l),3.0
07/06/2022,Cống La Bang - Đôn Châu - Duyên Hải,Nhiệt độ nước (oC),29
07/06/2022,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Độ mặn(‰),14
07/06/2022,Bến đò Phước Thiện - Đông Hải - Duyên Hải,pH,7.5
07/06/2022,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Kiềm(mg/l),90
07/06/2022,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Oxy (mg/l),3.0
07/06/2022,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Nhiệt độ nước (oC),29
07/06/2022,HTX nghêu Thành Đạt - Hiệp Thạnh - TX. Duyên Hải,Độ mặn(‰),14
07/06/2022,HTX nghêu Thành Đạt - Hiệp Thạnh - TX. Duyên Hải,pH,7.5
07/06/2022,HTX nghêu Thành Đạt - Hiệp Thạnh - TX. Duyên Hải,Kiềm(mg/l),90
07/06/2022,HTX nghêu Thành Đạt - Hiệp Thạnh - TX. Duyên Hải,Oxy (mg/l),3.0
07/06/2022,HTX nghêu Thành Đạt - Hiệp Thạnh - TX. Duyên Hải,Nhiệt độ nước (oC),30
07/06/2022,HTX nghêu Thành Công – Mỹ Long Nam – Cầu Ngang,Độ mặn(‰),5
07/06/2022,HTX nghêu Thành Công – Mỹ Long Nam – Cầu Ngang,pH,7.5
07/06/2022,HTX nghêu Thành Công – Mỹ Long Nam – Cầu Ngang,Kiềm(mg/l),107
07/06/2022,HTX nghêu Thành Công – Mỹ Long Nam – Cầu Ngang,Oxy (mg/l),3.0
07/06/2022,HTX nghêu Thành Công – Mỹ Long Nam – Cầu Ngang,Nhiệt độ nước (oC),29
20/04/2018,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),Độ mặn(‰),5
20/04/2018,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),pH,8.0
20/04/2018,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),Kiềm(mg/l),80
20/04/2018,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),Nhiệt độ nước (oC),29
20/04/2018,Bến phà Bãi Vàng - Hưng Mỹ - Châu Thành,Độ mặn(‰),9
20/04/2018,Bến phà Bãi Vàng - Hưng Mỹ - Châu Thành,pH,7.9
20/04/2018,Bến phà Bãi Vàng - Hưng Mỹ - Châu Thành,Kiềm(mg/l),90
20/04/2018,Bến phà Bãi Vàng - Hưng Mỹ - Châu Thành,Nhiệt độ nước (oC),30
20/04/2018,Sông Vinh Kim - Cầu Ngang (gần Cầu Vinh Kim),Độ mặn(‰),4
20/04/2018,Sông Vinh Kim - Cầu Ngang (gần Cầu Vinh Kim),pH,7.5
20/04/2018,Sông Vinh Kim - Cầu Ngang (gần Cầu Vinh Kim),Kiềm(mg/l),90
20/04/2018,Sông Vinh Kim - Cầu Ngang (gần Cầu Vinh Kim),Nhiệt độ nước (oC),30
20/04/2018,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Độ mặn(‰),16
20/04/2018,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),pH,8.0
20/04/2018,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Kiềm(mg/l),107
20/04/2018,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Nhiệt độ nước (oC),30
20/04/2018,Cống Thâu Râu -Mỹ LongNam- Cầu Ngang,Độ mặn(‰),18
20/04/2018,Cống Thâu Râu -Mỹ LongNam- Cầu Ngang,pH,8.0
20/04/2018,Cống Thâu Râu -Mỹ LongNam- Cầu Ngang,Kiềm(mg/l),90
20/04/2018,Cống Thâu Râu -Mỹ LongNam- Cầu Ngang,Nhiệt độ nước (oC),32
20/04/2018,Cống Ba Diệp - Thạnh Hòa Sơn - Cầu Ngang,Độ mặn(‰),11
20/04/2018,Cống Ba Diệp - Thạnh Hòa Sơn - Cầu Ngang,pH,7.5
20/04/2018,Cống Ba Diệp - Thạnh Hòa Sơn - Cầu Ngang,Kiềm(mg/l),120
20/04/2018,Cống Ba Diệp - Thạnh Hòa Sơn - Cầu Ngang,Nhiệt độ nước (oC),31
